"INN","employees","revenue","expenses","revenue_date","org_name","okved_main_code","okved_main_name","short_name","place_info"
"7810275655",1,2710000,2335000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНЫЕ РАЙОНЫ""","33.14","Ремонт электрического оборудования","ООО ""СЕВЕРО-ЗАПАДНЫЕ РАЙОНЫ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4706029440",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КИРОВСКИЙ ТЕХНОПАРК""","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КИРОВСКИЙ ТЕХНОПАРК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4706040309",1,584000,582000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИРОВСКАЯ МЕТАЛЛОБАЗА""","47.52","Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах","ООО ""КИРОВСКАЯ МЕТАЛЛОБАЗА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4706031992",4,5763000,5526000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОННЫЙ ГОРОД""","61.10.4","Деятельность в области документальной электросвязи","ООО ""ЭЛЕКТРОННЫЙ ГОРОД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706034217",2,2322000,1194000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЙ ГОРОД""","55.1","Деятельность гостиниц и прочих мест для временного проживания","ООО ""НОВЫЙ ГОРОД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4706041172",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРКИЙ ГОРОД""","58.13","Издание газет","ООО ""ЯРКИЙ ГОРОД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4706013898",3,12430000,12033000,"31.12.2018","Общество с ограниченной ответственностью ""КировскЛес""","02.20","Лесозаготовки","ООО ""КировскЛес""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД КИРОВСК"
"4703074613",1897,10188909000,6051995000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕНИНГРАДСКАЯ ОБЛАСТНАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ""",,,,
"4706018624",,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИРОВСКИЙ ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ""",,,,
"4706034714",361,403913000,384206000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕДИНЫЙ ИНФОРМАЦИОННО-РАСЧЕТНЫЙ ЦЕНТР ЛЕНИНГРАДСКОЙ ОБЛАСТИ""",,,,
"4706022853",2,8189000,10013000,"31.12.2018","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИРОВСКОЕ РАЙОННОЕ ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ФАРМАЦИЯ""",,,,
"4706012809",7,25588000,21713000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""ТИГОДА""","47.30","Торговля розничная моторным топливом в специализированных магазинах","ООО ФИРМА ""ТИГОДА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706023180",1,1254000,1219000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦ СТРОЙ""","41.20","Строительство жилых и нежилых зданий","ООО ""СПЕЦ СТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706034993",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БУРСПБ""","41.20","Строительство жилых и нежилых зданий","ООО ""БУРСПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706038356",1,1409000,1397000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОПЛЮС""","71.12","Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях","ООО ""АВТОПЛЮС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706039141",4,20498000,15195000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРА""","49.41","Деятельность автомобильного грузового транспорта","ООО ""АСТРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706011883",,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЛА""",,,,
"4706037867",2,28724000,27234000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОЛД ГРУПП""","55.10","Деятельность гостиниц и прочих мест для временного проживания","ООО ""ГОЛД ГРУПП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706024709",1,16605000,14669000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИК""","41.20","Строительство жилых и нежилых зданий","ООО ""ПИК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706025558",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБИНОС""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""АЛЬБИНОС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706032192",2,152000,143000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНИОН-ВЕЛД""","43.3","Работы строительные отделочные","ООО ""ОНИОН-ВЕЛД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706037024",4,4852000,5366000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАНА""","14.31","Производство вязаных и трикотажных чулочно-носочных изделий","ООО ""МОНТАНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706033929",30,79925000,78329000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГАРАНТ""","68.32.1","Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе","ООО ""УК ""ГАРАНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706030290",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛИФФ""","62.09","Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая","ООО ""ГЛИФФ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706035732",2,12886000,2863000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКАЯ ВЕРФЬ""",,,,
"4706030910",8,366123000,320283000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАПРОМ СПБ""","25.50","Ковка, прессование, штамповка и профилирование, изготовление изделий методом порошковой металлургии","ООО ""МЕТАПРОМ СПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706031791",2,39668000,45434000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОГИСТИКА-СП""","77.11","Аренда и лизинг легковых автомобилей и легких автотранспортных средств","ООО ""ЛОГИСТИКА-СП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706032756",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛЕЙ И КО""","14.19","Производство прочей одежды и аксессуаров одежды","ООО ""ОЛЕЙ И КО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706040570",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕЗАБУДКА""","49.32","Деятельность легкового такси и арендованных легковых автомобилей с водителем","ООО ""НЕЗАБУДКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706026030",3,144546000,130944000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКОЙ ТЕХНИЧЕСКИЙ ЦЕНТР""","46.69.5","Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами","ООО ""МТЦ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706038324",27,114096000,108120000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНТЕЛ""","61.10.4","Деятельность в области документальной электросвязи","ООО ""ЛЕНТЕЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706037850",2,4522000,4400000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОХТИНСКАЯ ВЕРФЬ""","30.11","Строительство кораблей, судов и плавучих конструкций","АО ""ОХТИНСКАЯ ВЕРФЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4704098913",1,334000,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ ВЫБОРГ""","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""СПЕЦСТРОЙ ВЫБОРГ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОД ВЫБОРГ"
"4704089933",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙРЕМОНТ""","41.20","Строительство жилых и нежилых зданий","ООО ""СТРОЙРЕМОНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОД ВЫБОРГ"
"4706029979",1,1197000,1191000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕКОР С""","25.61","Обработка металлов и нанесение покрытий на металлы","ООО ""ДЕКОР С""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706026181",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТИКА СТИЛЬ""","96.09","Предоставление прочих персональных услуг, не включенных в другие группировки","ООО ""ОПТИКА СТИЛЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706026343",5,982000,844000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОЛЕС СЕВЕРО-ЗАПАД""","46.49.2","Торговля оптовая плетеными изделиями, изделиями из пробки, бондарными изделиями и прочими бытовыми деревянными изделиями","ООО ""ЭЛСЗ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706025692",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОВОДОСНАБЖЕНИЕ-ШЛИССЕЛЬБУРГ""",,,,
"4706032273",1,496000,432000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПСИХОЛОГИЧЕСКИЙ ЦЕНТР ""РАДУГА""","96.09","Предоставление прочих персональных услуг, не включенных в другие группировки","ООО ""ПСИХОЛОГИЧЕСКИЙ ЦЕНТР ""РАДУГА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706037641",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАТОКС""",,,,
"4706028277",,56821000,56413000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР-СЕРВИС""",,,,
"4706038363",1,2031000,1354000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОЛЬКФОРМ""","32.99.8","Производство изделий народных художественных промыслов","ООО ""ФОЛЬКФОРМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706040877",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕКАЛОВСКОЕ""","08.12.2","Добыча глины и каолина","ООО ""ЧЕКАЛОВСКОЕ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706038677",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНТ АС""",,,,
"4706038701",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯТОГОР""","71.12.2","Деятельность заказчика-застройщика, генерального подрядчика","ООО ""СВЯТОГОР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706037955",1,14939000,14104000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОВЫЕ ПРИРОДООХРАННЫЕ КОМПЛЕКСЫ И СИСТЕМЫ""","26.51.2","Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления","ООО ""СПКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706035796",2,914000,837000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНАЯ ВОЛНА""","41.20","Строительство жилых и нежилых зданий","ООО ""СЕВЕРНАЯ ВОЛНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706038500",3,28446000,28330000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО КАБИН ФИЛЬТР НФ""","28.25.14","Производство оборудования для фильтрования и очистки газов","ООО ""АВТО КАБИН ФИЛЬТР НФ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706032700",1,1448000,1438000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФЕССИОНАЛЬНАЯ БУХГАЛТЕРСКАЯ КОМПАНИЯ ""ПБК-ФИНАНС""","69.20.2","Деятельность по оказанию услуг в области бухгалтерского учета","ООО ""ПБК-ФИНАНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706037176",4,7940000,6996000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПАН СЕВЕРО-ЗАПАД""","16.23","Производство прочих деревянных строительных конструкций и столярных изделий","ООО ""ЭКОПАН СЕВЕРО-ЗАПАД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706029288",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУАЛ""","46.76.3","Торговля оптовая пластмассами и резиной в первичных формах","ООО ""РУАЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706040041",11,530000,1468000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЛАЙДЖИМ""","93.29","Деятельность зрелищно-развлекательная прочая","ООО ""ФЛАЙДЖИМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706039511",4,26392000,14228000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕЛИКС ОТРАДНОЕ""","86.90.9","Деятельность в области медицины прочая, не включенная в другие группировки","ООО ""ХЕЛИКС ОТРАДНОЕ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706037708",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНУЛА""","70.22","Консультирование по вопросам коммерческой деятельности и управления","ООО ""ГРАНУЛА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706039180",1,931000,1847000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМДЕНТ""","86.23","Стоматологическая практика","ООО ""АРМДЕНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706040556",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕДЕРАЛЬНОЕ ИНВЕСТИЦИОННОЕ АГЕНТСТВО""","47.11","Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах","ООО ""ФИА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ШЛИССЕЛЬБУРГ"
"4706036084",1,4067000,4264000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛОДЭ""","85.41","Образование дополнительное детей и взрослых","ООО ""КЛОДЭ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
