"INN","employees","revenue","expenses","revenue_date","org_name","okved_main_code","okved_main_name","short_name","place_info"
"4720000499",4,11096000,6717000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОСТАР""","68.10.23","Покупка и продажа земельных участков","АО ""АГРОСТАР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7825687309",231,6071932000,5938852000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНЖПЕТРОСТРОЙ""",,,,
"7816557896",3,123920000,126035000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПЛИВНЫЙ СТАНДАРТ""","46.71","Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами","ООО ""ТОПЛИВНЫЙ СТАНДАРТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720020777",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТЕРБУРГСКОЕ АГЕНТСТВО НЕДВИЖИМОСТИ""","68.10.1","Подготовка к продаже собственного недвижимого имущества","ООО ""ПАН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7806408609",1,0,1505000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСТЕЙТ-СЕРВИС""","71.12.1","Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора","ООО ""ЭСТЕЙТ-СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"6671409667",6,0,21000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА-М""","72.19","Научные исследования и разработки в области естественных и технических наук прочие","ООО ""ПМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7806408542",14,31998000,57353000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРУМ""","68.2","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""ФОРУМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7806408655",15,92772000,30185000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕН-ЭСТЕЙТ""","68.2","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""ЛЕН-ЭСТЕЙТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"5715005711",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРЗИН""","79.11","Деятельность туристических агентств","ООО ""ФАРЗИН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7805268130",1,1314000,1313000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТТРАНСИНВЕСТ""",,,,
"4720015400",3,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛЛАР""",,,"ООО ""ИЛЛАР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7839470306",1,20436000,20342000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИАДА""","46.90","Торговля оптовая неспециализированная","ООО ""ТРИАДА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7840066345",1,10397000,9720000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСТОР""","46.66","Торговля оптовая прочей офисной техникой и оборудованием","ООО ""ПРОСТОР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"2222834480",2,20251000,20353000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОТОН""","46.90","Торговля оптовая неспециализированная","ООО ""ПРОТОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"2225153169",2,22354000,22371000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛИФОРНИЯ""","46.90","Торговля оптовая неспециализированная","ООО ""КАЛИФОРНИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720026306",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНСПОРТНОЕПРЕДПРИЯТИЕ №5""",,,,
"7804204423",4,4791000,4696000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕНИТ СТП""","27.40","Производство электрических ламп и осветительного оборудования","ООО ""ЗЕНИТ СТП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7810765402",3,17442000,17039000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛ-ТЕРРА""","41.20","Строительство жилых и нежилых зданий","ООО ""САЛ-ТЕРРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720033751",63,72149000,72104000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАЗВИТИЕ""","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""УК ""РАЗВИТИЕ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720017990",2,4507000,1147000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАРОС""","49.3","Деятельность прочего сухопутного пассажирского транспорта","ООО ""ЛАРОС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7819034083",2,7622000,7549000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮПИТЕР ТРЕЙД""","10.20","Переработка и консервирование рыбы, ракообразных и моллюсков","ООО ""ЮПИТЕР ТРЕЙД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7816245230",11,43664000,33699000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИНГ-СЕРВИС""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""КИНГ-СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7813071000",6,20571000,17611000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИНГ""",,,,
"2223604218",2,22834000,23074000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ""","46.90","Торговля оптовая неспециализированная","ООО ""ГОРИЗОНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7816597930",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦРЕЗЕРВ""",,,,
"7810982380",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЖСКАЯ РЫБА""",,,"ООО ""РИЖСКАЯ РЫБА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"7805671075",1,589000,672000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОТРЕЙД СЕВЕРО-ЗАПАД""","46.90","Торговля оптовая неспециализированная","ООО ""ТТСЗ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720017453",5,41779000,41683000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ""АГРИКОН""","46.90","Торговля оптовая неспециализированная","ООО""ФИРМА ""АГРИКОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720027349",1,4240000,4221000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""НОВЫЕ ТЕРРИТОРИИ""","84.11","Деятельность органов государственного управления и местного самоуправления по вопросам общего характера","ООО ""УК ""НОВЫЕ ТЕРРИТОРИИ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725483458",10,910919000,578492000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТ-НОВОСЕЛЬЕ""",,,,
"7811548016",6,4415000,5836000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПОРТБОТСРУС""","50.10","Деятельность морского пассажирского транспорта","ООО ""СПОРТБОТСРУС""","САНКТ-ПЕТЕРБУРГ ГОРОД"
"7804578997",2,5474000,5179000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕНЕРАЛЬНЫЙ ХОЛОДИЛЬНЫЙ СЕРВИС""","33.20","Монтаж промышленных машин и оборудования","ООО ""ГЕНХОЛОДСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725481972",9,345653000,346515000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""НОВОСЕЛЬЕ""","41.2","Строительство жилых и нежилых зданий","ООО  ""СК ""НОВОСЕЛЬЕ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725480986",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИН ЧИПС""",,,,
"7839056864",0,4163000,3695000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ-ТЕХНОЛОГИИ""","95.11","Ремонт компьютеров и периферийного компьютерного оборудования","ООО ""ИТ-ТЕХНОЛОГИИ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725002098",1,43489000,46654000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТИЙСКАЯ НЕФТЕТРЕЙДИНГОВАЯ КОМПАНИЯ""","47.30","Торговля розничная моторным топливом в специализированных магазинах","ООО ""БНТК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720018930",3,5823000,4082000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКОНСТРУКЦИЯ И ЭКСПЕРТИЗА СТРОИТЕЛЬНЫХ КОНСТРУКЦИЙ""","71.11.1","Деятельность в области архитектуры, связанная с созданием архитектурного объекта","ООО "" Р И ЭСК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720002312",3,625000,568000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА АГРИКОН""","46.90","Торговля оптовая неспециализированная","ООО ""ФИРМА АГРИКОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725001866",2,6168000,7261000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСЕЛЬЕ ТЕЛЕКОМ""","61.10","Деятельность в области связи на базе проводных технологий","ООО ""НОВОСЕЛЬЕ ТЕЛЕКОМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725482951",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНОС АЛЬЯНС""","46.49","Торговля оптовая прочими бытовыми товарами","ООО ""КРОНОС АЛЬЯНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ПОСЕЛОК НОВОСЕЛЬЕ"
"4725483112",1,2102000,1989000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕДЕНТАЛ""","86.23","Стоматологическая практика","ООО ""РЕДЕНТАЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725480023",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСИНТЕЗГРУПП""",,,,
"4720027290",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ""КВАНТ""","86","Деятельность в области здравоохранения","ООО ""МЕДЦЕНТР ""КВАНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725480993",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ  ДОМ ""ЗАРД""",,,,
"4720026426",,,,,"ГАРАЖНЫЙ КООПЕРАТИВ ""МЕЛИОРАТОР""","68.32.2","Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе","ГК ""МЕЛИОРАТОР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720023457",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮХАЛИНА""",,,,
"4725003045",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМАКС""","56.10","Деятельность ресторанов и услуги по доставке продуктов питания","ООО ""ОМАКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720032324",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПУЛЬС""",,,,
"4725484821",3,0,2607000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛКН""",,,,
"4725003486",18,82595000,81872000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИПОГРАФИЯ АВАНТ""","17.29","Производство прочих изделий из бумаги и картона","ООО ""ТИПОГРАФИЯ  АВАНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720025905",,2115000,850000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОТОР""",,,,
"4725003704",1,0,6000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРЧБУК""","41.20","Строительство жилых и нежилых зданий","ООО ""МЕРЧБУК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4720021153",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ""",,,,
"4725480658",9,2590000,2396000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ОРИОН ""","73.1","Деятельность рекламная","ООО ""ОРИОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725003630",1,1538000,1477000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСКУЛАП""","86.21","Общая врачебная практика","ООО ""ЭСКУЛАП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725001320",2,80229000,79455000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАРД СЕРВИС""","46.31","Торговля оптовая фруктами и овощами","ООО ""ЗАРД СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725001859",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙСЕРВИС""","41.20","Строительство жилых и нежилых зданий","ООО ""ДСС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725005910",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНА""","47.59","Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах","ООО ""ЕКАТЕРИНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725006039",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМОНТ И СТРОИТЕЛЬСТВО СЕТЕЙ ""ПР И СС""","42.21","Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения","ООО ""ПР И СС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
"4725480418",2,4370000,1720000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СТРОЙТЕХСЕРВИС ""","43.12","Подготовка строительной площадки","ООО ""СТС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК НОВОСЕЛЬЕ"
