"INN","okved_main_code","okved_main_name","short_name","place_info","employees","revenue","expenses","revenue_date","org_name"
"4720007208","63.21.24","Эксплуатация гаражей, стоянок для автотранспортных средств, велосипедов и т.п.","ГСПК""БОЛЬШЕИЖОРЕЦ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ГАРАЖНО-СТРОИТЕЛЬНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""БОЛЬШЕИЖОРЕЦ"""
"4725483151","16.23","Производство прочих деревянных строительных конструкций и столярных изделий","ООО ""ЛЮМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",16,69755000,62854000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮМ"""
"4720023778","47.1","Торговля розничная в неспециализированных магазинах","ООО ""УСПЕХ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",3,2349000,2138000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УСПЕХ"""
"4720024771",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕРКУТ"""
"4725485060","01.13.3","Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина","ООО ""АГРОПРОМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,4661000,4628000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМ"""
"4725484130","45.1","Торговля автотранспортными средствами","ООО ""ВВС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",4,2300000,2317000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВВС"""
"4720019404",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРИНОР"""
"4725002683","10.20","Переработка и консервирование рыбы, ракообразных и моллюсков","ООО КОМБИНАТ ""АГРО-ОЗЕРНЫЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",4,30020000,29674000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМБИНАТ ""АГРО-ОЗЕРНЫЙ"""
"4725000703",,,,,1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСМ-СЕВЕРО-ЗАПАД"""
"4725484123",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАЙКА"""
"4720023471",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ПЕТРОВИЧ"""
"4720026602","45.1","Торговля автотранспортными средствами","ООО ТОРГОВЫЙ ДОМ ""ФОТОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,263000,676000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВЫЙ ДОМ ""ФОТОН"""
"4720023263",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛНА"""
"4725001961","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""ПАССАТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",3,16698000,15214000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАССАТ"""
"4725004835",,,,,,243000,204000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ЭКСПЕРТ ОЦЕНКА"""
"4725001930",,,,,1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВИЛА"""
"4725002468","42.99","Строительство прочих инженерных сооружений, не включенных в другие группировки","АО ""ТТК ЭКОЛОГИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,297000,282000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТТК ЭКОЛОГИЯ"""
"4725002725","23.20","Производство огнеупорных изделий","ООО ""ЗБИ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,10098000,10193000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД БЕТОННЫХ ИЗДЕЛИЙ"""
"4725005765","25.99","Производство прочих готовых металлических изделий, не включенных в другие группировки","ООО ""МАРС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРС"""
"4725006737","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО УК «НАРОДНАЯ»","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""НАРОДНАЯ"""
"4725005109","49.41","Деятельность автомобильного грузового транспорта","ООО ""КОРАЛАВТО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,603000,566000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРАЛАВТО"""
"4725003944","46.73","Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием","ООО ""ЛЕНПРОМАВТО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,26830000,26766000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНПРОМАВТО"""
"4725003334","68.32.1","Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе","ООО ""УК АРСЕНАЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ АРСЕНАЛ"""
"4725003983","43.12","Подготовка строительной площадки","ООО ""СК ""ПАРТНЕР ИНВЕСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",2,5872000,4559000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПАРТНЕР ИНВЕСТ"""
"4725006568","56.10","Деятельность ресторанов и услуги по доставке продуктов питания","ООО ""ВИТАГОЛД ЦЕНТР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАГОЛД ЦЕНТР"""
"4725001418","52.10.1","Хранение и складирование замороженных или охлажденных грузов","ООО ""АВРОРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ПОСЕЛОК ГОРОДСКОГО ТИПА БОЛЬШАЯ ИЖОРА",6,45246000,44429000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВРОРА"""
"4725006751","49.41","Деятельность автомобильного грузового транспорта","ООО ""ПЕРСПЕКТИВА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА"""
"4725003302",,,,,,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИГЛИС"""
"4720030750",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТ"""
"4725003415","49.20.1","Перевозка опасных грузов","ООО ""ЭКОТЕХ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛОГИЧЕСКИЕ ТЕХНОЛОГИИ"""
"4725483289","95.11","Ремонт компьютеров и периферийного компьютерного оборудования","ООО ""ИНСТРАЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",2,3711000,2919000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТРАЛ"""
"4725004218",,,,,,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БДТ ЭКСПЕРТ"""
"4725001520",,,,,1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНИНГРАДСКАЯ ТУРБОГЕНЕРАТОРНАЯ КОМПАНИЯ"""
"4725483000","45.1","Торговля автотранспортными средствами","ООО ""ЛОЗА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНИНГРАДСКИЙ ОБЛАСТНОЙ ЗАВОД АВТОМОБИЛЕЙ"""
"4725484035","46.69.2","Торговля оптовая эксплуатационными материалами и принадлежностями машин","ООО ""ПРЕМИУМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",3,58049000,57366000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕМИУМ"""
"4725006511","56.10","Деятельность ресторанов и услуги по доставке продуктов питания","ООО ""ВИТАГОЛД ЮГ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАГОЛД ЮГ"""
"4725005571","49.41","Деятельность автомобильного грузового транспорта","ООО ""СТРОЙТЕХГРУПП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙТЕХГРУПП"""
"4725001908","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""ДК АЛЬЯНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,1038000,1033000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДК АЛЬЯНС"""
"4725005758","46.74.1","Торговля оптовая скобяными изделиями","ПК ""ДМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ДЕТАЛИ МАШИН"""
"4725005388","96.04","Деятельность физкультурно- оздоровительная","ООО ""ДОМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМ"""
"4725005814","46.39","Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями","ООО ""ПЕРСПЕКТИВА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА"""
"4725006617","43.29","Производство прочих строительно-монтажных работ","ООО ""ФЕНИКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС"""
"4725006977","46.38","Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков","ООО ""ПАРУС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК БОЛЬШАЯ ИЖОРА",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС"""
