"INN","employees","revenue","expenses","revenue_date","org_name","okved_main_code","okved_main_name","short_name","place_info"
"7805648710",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СФЕРА""","68.31.1","Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе","ООО ""СФЕРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН"
"7805632742",14,14711000,14344000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙНЕТ""","61.10","Деятельность в области связи на базе проводных технологий","ООО ""АЙНЕТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720028014",1,1017000,970000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРЕЛЕЦ""","47.19","Торговля розничная прочая в неспециализированных магазинах","ООО ""СТРЕЛЕЦ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"7807375868",24,92982000,92830000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРСИЛИЯ""","10.8","Производство прочих пищевых продуктов","ООО ""ВЕРСИЛИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720029096",5,7175000,6835000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНКОМСТРОЙ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ЛОМОНОСОВСКОГО РАЙОНА""","68.32.1","Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе","ООО ""УК ЛЕНКОМСТРОЙ ЖКХ ЛР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ КИПЕНЬ"
"4720028007",3,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕНД""","41.20","Строительство жилых и нежилых зданий","ООО ""ТРЕНД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720026320",1,120000,178000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРС""","47.25","Торговля розничная напитками в специализированных магазинах","ООО ""БАРС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН"
"4720016065",3,4876000,4769000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЬНОВ""","02.20","Лесозаготовки","ООО""ВОЛЬНОВ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720021450",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТСТРОЙ""",,,,
"4720012889",,,,,"ГАРАЖНО-СТРОИТЕЛЬНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ОРБИТА""","52.21.24","Деятельность стоянок для транспортных средств","ГСПК ""ОРБИТА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"7807173854",0,1924000,1922000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБИОН-СПБ""","52.29","Деятельность вспомогательная прочая, связанная с перевозками","ООО ""АЛЬБИОН-СПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720024186",2,14321000,13983000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОПАК""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""ПЕТРОПАК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720032797",6,29077000,28903000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРТНЕР ПОСТАВОК В ДИ-АЙ-ВАЙ""","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""ПАРТНЕР ПОСТАВОК В ДИ-АЙ-ВАЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"7811715732",0,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРОСЛАВНА""","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""ЯРОСЛАВНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720022750",47,26184000,23778000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕНЕЦИЯ""","10.72","Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения","ООО ""ВЕНЕЦИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720029160",1,19435000,14493000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-МКС""","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""АВТО-МКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"7810746880",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАЛЛЕТОГРАД""","46.90","Торговля оптовая неспециализированная","ООО ""ПАЛЛЕТОГРАД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720023351",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗУМРУД""",,,,
"4720026708",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТИЙСКАЯ НЕРУДНАЯ КОМПАНИЯ""",,,,
"4720020880",2,8136000,6524000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПУТНИК""","52.10.9","Хранение и складирование прочих грузов","ООО ""СПУТНИК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720008071",,,,,"ПОТРЕБИТЕЛЬСКИЙ АВТОГАРАЖНЫЙ КООПЕРАТИВ ""ДРУЖБА"" ПО ЭКСПЛУАТАЦИИ КОЛЛЕКТИВНОГО ГАРАЖА - СТОЯНКИ ДЛЯ АВТОМОБИЛЕЙ ИНДИВИДУАЛЬНЫХ ВЛАДЕЛЬЦЕВ","52.21.24","Деятельность стоянок для транспортных средств","ПАГК ""ДРУЖБА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720021192",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ""",,,,
"4725002796",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИГРУПП""",,,,
"4720023513",11,45774000,45784000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ПТИЦЕФАБРИКА ЛАГОЛОВО""","46.90","Торговля оптовая неспециализированная","ООО ""ТД""ПТИЦЕФАБРИКА ЛАГОЛОВО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725484540",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ БПК""",,,,
"4725484317",9,40926000,40947000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИЯСПБ ХОЛДИНГ""","46.69.2","Торговля оптовая эксплуатационными материалами и принадлежностями машин","ООО ""ИННОВАЦИЯСПБ ХОЛДИНГ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720024845",1,1882000,1727000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИВ-ПЛЮС""","46.4","Торговля оптовая непродовольственными потребительскими товарами","ООО ""СТИВ-ПЛЮС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720032839",1,182000,281000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДМ ИМПОРТ""","46.90","Торговля оптовая неспециализированная","ООО ""ДМ ИМПОРТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725004514",,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАДНЫЙ СТРОИТЕЛЬНЫЙ ТРЕСТ-СЕВЕР""","41.20","Строительство жилых и нежилых зданий","ООО ""СЗСТ-СЕВЕР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4720033720",6,13363000,13338000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАБАЗ""","96.03","Организация похорон и представление связанных с ними услуг","ООО ""ДИАБАЗ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725001496",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕМЧУГ""",,,,
"4725005451",1,0,18000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗОВИЧКОФ""","47.30.12","Торговля розничная газом для заправки автомобилей в специализированных магазинах","ООО ""ГАЗОВИЧКОФ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН"
"4725002718",19,105017000,104160000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОТМАКС КАРГО ОПЕРЕЙШНЗ""","49.41","Деятельность автомобильного грузового транспорта","ООО ""ДОТМАКС КАРГО ОПЕРЕЙШНЗ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725002588",2,6049000,6023000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНС МД""","49.41","Деятельность автомобильного грузового транспорта","ООО ""ТРАНС МД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725005652",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""РОСТ""","72.19.9","Научные исследования и разработки в области естественных и технических наук прочие, не включенные в другие группировки","ООО ""НПО ""РОСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725001979",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХРАННАЯ ОРГАНИЗАЦИЯ""ПЛАТОН""","80.10","Деятельность частных охранных служб","ООО ""ОО""ПЛАТОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725484483",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРИЛО""",,,,
"4725002066",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОКОМПЛЕКС ЛМК""","46.32","Торговля оптовая мясом и мясными продуктами","ООО ""АГРОКОМПЛЕКС ЛМК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725003380",2,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГО-ЗАПАДНАЯ МЯСНАЯ КОМПАНИЯ""","46.32.2","Торговля оптовая продуктами из мяса и мяса птицы","ООО ""ЮЗМК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725005370",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНСО ГРУПП""","41.20","Строительство жилых и нежилых зданий","ООО ""ЭНСО ГРУПП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725005726",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТЪ""","69.10","Деятельность в области права","ООО ""ЭКСПЕРТЪ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725004296",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАС-ГРУПП""","46.69","Торговля оптовая прочими машинами и оборудованием","ООО ""КАС-ГРУПП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725006085",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВИСТ-ПРОФСЕРВИС""","41.20","Строительство жилых и нежилых зданий","ООО ""АВИСТ-ПРОФСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ ЛАГОЛОВО"
"4725006590",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТУНА""","33.12","Ремонт машин и оборудования","ООО ""ФОРТУНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ДЕРЕВНЯ МУХОЛОВКА"
