"INN","okved_main_code","okved_main_name","short_name","place_info","employees","revenue","expenses","revenue_date","org_name"
"4725001947","46.73","Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием","ООО ""ОРАНЛИТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,3235000,3845000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРАНЛИТ"""
"4720032476",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКСПЕРТНАЯ ГРУППА ""ПОЛИС ИНДУСТРИЯ"""
"4720032099","03.1","Рыболовство","ООО ""ЭКВАТОР+""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",7,1600000,1598000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКВАТОР+"""
"4720030253",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТИМПЕКС"""
"4725484050","68.32.2","Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе","ГСК ""ЧАЙКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",,,,,"ГАРАЖНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""ЧАЙКА"""
"4725003863","28.99","Производство прочих машин и оборудования специального назначения, не включенных в другие группировки","ООО ""КУЛИБИН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",2,4810000,4752000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУЛИБИН"""
"4725002965",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАДМОТОР"""
"4725004698","70.22","Консультирование по вопросам коммерческой деятельности и управления","ООО ""СПОТЕК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,1101000,690000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПОТЕК"""
"4725000823","77.11","Аренда и лизинг легковых автомобилей и легких автотранспортных средств","ООО ""ГРАНИТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ"""
"4720029748","52.21.24","Деятельность стоянок для транспортных средств","ГСК ""ПРИБОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",,,,,"ГАРАЖНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""ПРИБОЙ"""
"4725000534",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЛЮКС"""
"4725003937","25.50.1","Предоставление услуг по ковке, прессованию, объемной и листовой штамповке и профилированию листового металла","ООО ""АРГО-ПРОЕКТ М""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ПОСЕЛОК ФОРТ-КРАСНАЯ ГОРКА",0,0,2000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРГО-ПРОЕКТ М"""
"4725003920","72.19","Научные исследования и разработки в области естественных и технических наук прочие","ООО ""АКУЛА ПАРТС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,14979000,11312000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКУЛА ПАРТС"""
"4725001753","41.20","Строительство жилых и нежилых зданий","ООО ""РУСХОЛЬЦ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСХОЛЬЦ"""
"4725003327","46.75","Торговля оптовая химическими продуктами","ООО ""ХИМРЕСУРС СПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",1,14058000,13861000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХИМРЕСУРС СПБ"""
"4725484204",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРАДОС ИНВЕСТМЕНТС"""
"4725002228",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАДЕЖДА"""
"4725004930",,,,,0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЫЗА КАМЕНКА"""
"4725007265","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ПСК ""ТОВАРИЩЕСТВО""ПОГРЕБОК-2""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",,,,,"ПОТРЕБИТЕЛЬСКИЙ СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ПО ЭКСПЛУАТАЦИИ ОБЪЕДИНЕННЫХ ПОСТРОЕК ГРАЖДАН ""ТОВАРИЩЕСТВО ""ПОГРЕБОК-2"""
"4725006494","96.03","Организация похорон и представление связанных с ними услуг","ООО ""РИТУАЛЬНАЯ КОМПАНИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ЛОМОНОСОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК ЛЕБЯЖЬЕ",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТУАЛЬНАЯ КОМПАНИЯ"""
