"INN","employees","revenue","expenses","revenue_date","org_name","okved_main_code","okved_main_name","short_name","place_info"
"4706036165",,9828000,10653000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН СЕРВИС""","41.20","Строительство жилых и нежилых зданий","ООО ""РЕГИОН СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706027996",0,0,396000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕКО""","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""ДЕКО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706031167",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ВИКТОРИЯ""",,,,
"4706035884",2,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИО""","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""ТРИО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, МАССИВ ВОСХОД"
"4706016345",1,864000,654000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮПИТЕР""","42.99","Строительство прочих инженерных сооружений, не включенных в другие группировки","ООО ""ЮПИТЕР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706032523",14,11738000,11127000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА-ТРЕЙД""","68.32.1","Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе","ООО ""НЕВА-ТРЕЙД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706035838",2,5077000,4307000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕДСПАС""","46.90","Торговля оптовая неспециализированная","ЗАО ""МЕДСПАС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706031600",1,0,2000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЕТЕЙ""","68.32.2","Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе","ООО ""ПРОМЕТЕЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706037793",1,929000,852000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТ-СТРОЙ""","23.61","Производство изделий из бетона для использования в строительстве","ООО ""КВАНТ-СТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706038300",1,6673000,7208000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОТРЕЙД""","16.24","Производство деревянной тары","ООО ""ПЕТРОТРЕЙД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706032019",11,44465000,39231000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕМИО КРАМБ""","38.32.54","Обработка отходов резины","ООО ""ПРЕМИО КРАМБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706036768",1,1101000,184000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕМИО СПБ""","46.76","Торговля оптовая прочими промежуточными продуктами","ООО ""ПРЕМИО СПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706040210",4,17829000,17050000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНЯВИНСКОЕ""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО «СИНЯВИНСКОЕ»","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706036101",,19413000,19238000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРЬИНО ЛПК""","16.10","Распиловка и строгание древесины","ООО ""МАРЬИНО ЛПК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706036126",,688000,557000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМФОНД""","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""ПРОМФОНД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706031512",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНАЯ ОПЕРАТИВНАЯ СЛУЖБА ""ЗНАК""","47.78.3","Торговля розничная сувенирами, изделиями народных художественных промыслов","ООО ""РОСЗНАК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706039409",1,226000,166000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАН ЛАЗЕР""","16.10","Распиловка и строгание древесины","ООО ""КАПИТАН ЛАЗЕР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706040901",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ВОДОЛЕЙ-СЕРВИС""","45.20.2","Техническое обслуживание и ремонт прочих автотранспортных средств","ООО""ВОДОЛЕЙ-СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
"4706041119",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУЧШИЙ ЛЕС""","16.23","Производство прочих деревянных строительных конструкций и столярных изделий","ООО ""ЛУЧШИЙ ЛЕС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК СИНЯВИНО"
