"INN","employees","revenue","expenses","revenue_date","org_name","okved_main_code","okved_main_name","short_name","place_info"
"4706002751",1,680000,667000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯБЛОНЬКА""","47.11","Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах","ООО ""ЯБЛОНЬКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7806136962",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙРЕСПЕКТ""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""СТРОЙРЕСПЕКТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706021264",674,2016610000,1572989000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЕСЕР""",,,,
"7806501887",1,0,384000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС""",,,,
"4706026826",6,4314000,4269000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВСКАЯ ВОЛНА""","58.13","Издание газет","ООО ""НЕВСКАЯ ВОЛНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706022275",427,1831374000,1756475000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВСКОЕ ЭЛЕКТРО-МОНТАЖНОЕ ОБЩЕСТВО""",,,,
"4706006756",,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАЗИ""",,,,
"4706001116",4,10687000,10611000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГАЗИН ""НЕВСКИЙ""","47.25","Торговля розничная напитками в специализированных магазинах","ООО ""МАГАЗИН ""НЕВСКИЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706022518",5,10638000,10439000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА-ОЙЛ""","47.3","Торговля розничная моторным топливом в специализированных магазинах","ООО ""НЕВА-ОЙЛ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7802607233",9,24975000,22703000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРПИК""","46.69","Торговля оптовая прочими машинами и оборудованием","ООО ""ФОРПИК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7814011935",4,16628000,6637000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОДРУЖЕСТВО""","02.20","Лесозаготовки","АО ""СОДРУЖЕСТВО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7810314953",1,0,29000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС""","41.2","Строительство жилых и нежилых зданий","ООО ""СТРОЙСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7733894665",4,2048000,1234000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ МЕДИЦИНСКИЕ СИСТЕМНЫЕ РЕШЕНИЯ""","26.60.1","Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений","ООО ""КОМПАНИЯ ""МСР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706030808",2,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕЛЕНЫЙ БЕРЕГ""","46.3","Торговля оптовая пищевыми продуктами, напитками и табачными изделиями","ООО ""ЗЕЛЕНЫЙ БЕРЕГ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706026897",5,8788000,8412000,"31.12.2018","Общество с ограниченной ответственностью ""Бюро Ритуальных Услуг""","96.03","Организация похорон и представление связанных с ними услуг","ООО ""Бюро Ритуальных Услуг""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, Кировский РАЙОН, ГОРОД Отрадное"
"7806227610",12,35526000,35259000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНКТ-ПЕТЕРБУРГСКАЯ ИНЖЕНЕРНО-ИЗЫСКАТЕЛЬСКАЯ КОМПАНИЯ""","71.12.3","Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы","ООО ""СПИИК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706026128",6,2721000,2618000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОДЕНТ""","86.10","Деятельность больничных организаций","ООО""ЕВРОДЕНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706023409",4,4342000,4130000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАЗУРИТ""","56.1","Деятельность ресторанов и услуги по доставке продуктов питания","ООО ""ЛАЗУРИТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7810373807",4,2712000,2671000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПКЦ ""ЭНЕРГОПРОЕКТ""","71.1","Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях","ООО ""ПКЦ ""ЭНЕРГОПРОЕКТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"2310085223",2,2664000,3995000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСТЕХСЕРВИС""","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""ТТС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4703136891",8,8511000,7870000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРИО-М""","31.09","Производство прочей мебели","ООО ""ИНТЕРИО-М""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7810707048",5,16179000,17260000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛОЧКА""","47.52","Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах","ООО ""ОТДЕЛОЧКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706027989",2,15603000,15274000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗЛЕНСТРОЙТРЕСТ""","43.12","Подготовка строительной площадки","ООО ""СОЮЗЛЕНСТРОЙТРЕСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706016137",24,128054000,116357000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЭНЕРГО""",,,,
"4706002367",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЗЯЮШКА""",,,,
"4706024850",4,5926000,5691000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМКОМ""","68.1","Покупка и продажа собственного недвижимого имущества","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМКОМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7804507442",1,0,2000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮРРАЙД""","69.10","Деятельность в области права","ООО ""ЮРРАЙД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706025371",40,58550000,50498000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙТОРГСЕРВИС""","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""СТРОЙТОРГСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706000472",12,28841000,28542000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЛИНОМ""","20.16","Производство пластмасс и синтетических смол в первичных формах","ЗАО ""ПОЛИНОМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7811448036",1,630000,601000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИДЕОЗАЩИТА.РУ""","43.21","Производство электромонтажных работ","ООО ""ВИДЕОЗАЩИТА.РУ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706032516",3,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРИМ""","47.1","Торговля розничная в неспециализированных магазинах","ООО ""СТРИМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7840464272",0,0,544000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""","68.32","Управление недвижимым имуществом за вознаграждение или на договорной основе","ООО ""СТРОЙИНВЕСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706002007",9,12672000,10886000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЮЧ""","95.11","Ремонт компьютеров и периферийного компьютерного оборудования","ООО ""КЛЮЧ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706020359",,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕМЧУЖИНА""",,,,
"4706035644",1,3000000,3661000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФТЕХАЛЬЯНС""","78.30","Деятельность по подбору персонала прочая","ООО ""ПРОФТЕХАЛЬЯНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706014595",1,5392000,2456000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРАБУС""","52.10.9","Хранение и складирование прочих грузов","ООО ""БРАБУС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706025653",8,38865000,33495000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕКАРЬ""","47.73","Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)","ООО ""ЛЕКАРЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706027724",12,6636000,6724000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРЕЙТНЕВА""","43.21","Производство электромонтажных работ","ООО ""ГРЕЙТНЕВА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"7807370362",3,16334000,17402000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХСТРОЙ""","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""СПЕЦТЕХСТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706034062",5,22381000,19455000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЕПОСТЬ""","47.52","Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах","ООО ""КРЕПОСТЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4706022194",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКО""","71.1","Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях","ООО ""ВИКО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
"4716040788",7,88192000,81921000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ""","25.11","Производство строительных металлических конструкций, изделий и их частей","ООО ""ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, КИРОВСКИЙ РАЙОН, ГОРОД ОТРАДНОЕ"
