INN,employees,expenses,okved_main_code,okved_main_name,org_name,place_info,revenue,revenue_date,short_name
4714016282,16,13465000,49.31.2,Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛАСС - АВТО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",15538000,31.12.2018,"ООО ""КЛАСС - АВТО"""
4714016902,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНЫЙ ЛЕС""",,,,
7814544370,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАЛЬЯНС""",,,,
4714011982,3,0,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""СВН"""
4714022416,2,6340000,47.78.3,"Торговля розничная сувенирами, изделиями народных художественных промыслов","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАУСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",1436000,31.12.2018,"ООО ""ФАУСТ"""
4714024526,5,18333000,47.11,"Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТСТРОЙКОМПЛЕКТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",16018000,31.12.2018,"ООО ""БАЛТСТРОЙКОМПЛЕКТ"""
4720014438,6,9793000,68.31.11,Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРТНЕР-К""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",10310000,31.12.2018,"ООО ""ПАРТНЕР-К"""
4714005690,4,5575000,62.09,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВТА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",5692000,31.12.2018,"ООО ""ВТА"""
4714017840,5,53852000,41.2,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОСТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",55221000,31.12.2018,"ООО ""ЕВРОСТРОЙ"""
4720032814,7,76882000,47.9,"Торговля розничная вне магазинов, палаток, рынков","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТЕЙНЕР-ЛОГИСТИК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",81092000,31.12.2018,"ООО ""КОНТЕЙНЕР-ЛОГИСТИК"""
4714015352,1,910000,71.12.45,Инженерные изыскания в строительстве,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОИСК""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",973000,31.12.2018,"ООО ""ПОИСК"""
4714005700,4,12302000,47.52,"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕРЕЗИТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",10882000,31.12.2018,"ООО ""ЦЕРЕЗИТ"""
4714012305,2,22751000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУЧ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",23738000,31.12.2018,"ООО ""ЛУЧ"""
4714013161,4,13693000,43.22,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ - СТИЛЬ - СЕРВИС - СТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",11953000,31.12.2018,"ООО ""ГССС"""
4725000319,1,373000,52.29,"Деятельность вспомогательная прочая, связанная с перевозками","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЕС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",52000,31.12.2018,"ООО ""МАЕС"""
4714016589,1,16147000,46.90,Торговля оптовая неспециализированная,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА-СТРОЙ-КОМПЛЕКТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",16430000,31.12.2018,"ООО ""НЕВА-СТРОЙ-КОМПЛЕКТ"""
7802535349,3,23627000,45.20,Техническое обслуживание и ремонт автотранспортных средств,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМ-СПЕЦСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",23832000,31.12.2018,"ООО ""АМ-СПЕЦСЕРВИС"""
7801516470,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛОГИЧЕСКИЕ ТЕХНОЛОГИИ""",,,,
4714009310,23,32678000,43.29,Производство прочих строительно-монтажных работ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",37646000,31.12.2018,"ООО ""САТУРН"""
4714004456,1,1041000,43.99.6,Работы каменные и кирпичные,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСКАНИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",434000,31.12.2018,"ООО ""АСКАНИЯ"""
4714011446,2,668000,93.29,Деятельность зрелищно-развлекательная прочая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБОЛОВЕЦКАЯ АРТЕЛЬ УСТЬЕ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",715000,31.12.2018,"ООО ""Р/А ""УСТЬЕ"""
4714019597,2,11142000,46.73.1,Торговля оптовая древесным сырьем и необработанными лесоматериалами,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЗЕЛЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",11205000,31.12.2018,"ООО ""ДИЗЕЛЬ"""
4714015786,1,,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКАР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",,,"ООО ""РЕКАР"""
4703115299,0,0,49.31.2,Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНС 47""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""АВТОТРАНС 47"""
4714016116,1,1317000,68.31,Деятельность агентств недвижимости за вознаграждение или на договорной основе,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСТА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",1140000,31.12.2018,"ООО ""ВЕСТА"""
4726000304,1,193000,79.11,Деятельность туристических агентств,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИРВАНА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",984000,31.12.2018,"ООО ""НИРВАНА"""
4726000417,0,0,41.2,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНАЯ МОНТАЖНО СТРОИТЕЛЬНАЯ КОМПАНИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""СМСК"""
4714008490,,,01.19,Выращивание прочих однолетних культур,"САДОВОДЧЕСКИЙ ПОТРЕБИТЕЛЬСКИЙ СОЮЗ ""БАЛТИКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",,,-
7813314863,30,1050539000,46.14.9,Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТЕРМЕДИКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",1081213000,31.12.2018,"ООО ""АЛЬТЕРМЕДИКА"""
4726001435,24,59609000,86.10,Деятельность больничных организаций,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМЕД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",71968000,31.12.2018,"ООО ""ПРОФМЕД"""
4714021490,1,92000,45.31.1,"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМТЕХНОСЕРВИС-СБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",50000,31.12.2018,"ООО ""ПТС-СБ"""
4714023603,7,8356000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТИНЕНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",17737000,31.12.2018,"ООО ""КОНТИНЕНТ"""
4714013122,5,1740000,63.11.1,Деятельность по созданию и использованию баз данных и информационных ресурсов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМ УЧЕТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",1867000,31.12.2018,"ООО ""ИНФОРМ УЧЕТ"""
4714016606,2,29000,43.91,Производство кровельных работ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ - УЮТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""СТРОЙ - УЮТ"""
4714022751,4,10334000,41.2,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВИНСТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",14368000,31.12.2018,"ООО ""ТВИНСТРОЙ"""
4714107814,19,44434000,43.99.5,Работы по монтажу стальных строительных конструкций,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАЛЬМОНТАЖ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",45772000,31.12.2018,"ООО ""СТАЛЬМОНТАЖ"""
7810467999,2,2929000,47.7,Торговля розничная прочими товарами в специализированных магазинах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛИСА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",3143000,31.12.2018,"ООО ""АЛИСА"""
7810867010,6,8175000,43.22,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС СТРОЙ СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",8508000,31.12.2018,"ООО ""ИМПУЛЬС СТРОЙ СЕРВИС"""
7807359930,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СФЕРА""",,,,
4726000551,3,6083000,47.1,Торговля розничная в неспециализированных магазинах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИШНЕРИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",6412000,31.12.2018,"ООО ""ВИШНЕРИЯ"""
4714012545,,,52.21.24,Деятельность стоянок для транспортных средств,"ГАРАЖНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""РУЧЬИ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",,,"ГПК ""РУЧЬИ"""
4726001530,6,3829000,46.73.6,Торговля оптовая прочими строительными материалами и изделиями,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-ПРОМЭНЕРГОКОМПЛЕКТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",2570000,31.12.2018,"ООО ""СМУ-ПЭК"""
4714013877,1,558000,47.59.1,Торговля розничная мебелью в специализированных магазинах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СТРОЙТЕХСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",1840000,31.12.2018,"ООО ""СТСЕРВИС"""
4714022222,,,42.99,"Строительство прочих инженерных сооружений, не включенных в другие группировки","ПОТРЕБИТЕЛЬСКИЙ ГАРАЖНЫЙ КООПЕРАТИВ ""ГОРИЗОНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",,,"ПГК ""ГОРИЗОНТ"""
4726480160,1,161000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТЪ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""ГАРАНТЪ"""
4714017617,3,3642000,43.32,Работы столярные и плотничные,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОПЛАСТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",3677000,31.12.2018,"ООО ""ЕВРОПЛАСТ"""
4714018265,3,2720000,71.20.6,Экспертиза проектной документации и результатов инженерных изысканий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЖСЕРВИСПЛЮС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",2459000,31.12.2018,"ООО ""ПСП"""
7802638601,1,717000,78.30,Деятельность по подбору персонала прочая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСУРС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",680000,31.12.2018,"ООО ""РЕСУРС"""
4714017504,8,5692000,95.11,Ремонт компьютеров и периферийного компьютерного оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",11328000,31.12.2018,"ООО ""ЭКСПЕРТ"""
4714021733,2,1808000,41.2,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЛОЕ ПРЕДПРИЯТИЕ ""ОЛЬГА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",2496000,31.12.2018,"ООО ""МП ""ОЛЬГА"""
4714017864,,,52.21.24,Деятельность стоянок для транспортных средств,"ГАРАЖНЫЙ КООПЕРАТИВ ""СОСНОВЫЙ БОР - 3""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",,,"ГК ""СОСНОВЫЙ БОР - 3"""
4704089725,1,123000,93.19,Деятельность в области спорта прочая,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕТСКАЯ ШКОЛА КОННОГО СПОРТА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""ДШКС"""
4714010330,0,7508000,47.11.2,"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГО - ЗАПАД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",8199000,31.12.2018,"ООО ""ЮГО - ЗАПАД"""
4714022279,70,36767000,68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ-3 ""СОЦИУМ-СТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",38783000,31.12.2018,"ООО ""УК-3 ""СОЦИУМ-СТРОЙ"""
4714016081,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОСНОВЫЙ БОР. РУ""",,,,
4714018963,4,2846000,80.10,Деятельность частных охранных служб,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХРАННОЕ ПРЕДПРИЯТИЕ ""АТАМАН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",2875000,31.12.2018,"ООО ""ОП ""АТАМАН"""
4725480778,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАЙЛ ФОТО""",,,,
4714024879,0,0,45.20,Техническое обслуживание и ремонт автотранспортных средств,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОИЗЫСКАТЕЛЬ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ГОРОД СОСНОВЫЙ БОР",0,31.12.2018,"ООО ""ГЕОИЗЫСКАТЕЛЬ"""
