"INN","okved_main_code","okved_main_name","short_name","place_info","employees","revenue","expenses","revenue_date","org_name"
"4704058029","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""ТЕХОСМОТР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,22035000,9961000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХОСМОТР"""
"4704058861","23.32","Производство кирпича, черепицы и прочих строительных изделий из обожженной глины","ООО ""КАРТАС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,2690000,752000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРТАС"""
"4704052394","55.90","Деятельность по предоставлению прочих мест для временного проживания","ООО ""СОК ""МЕРИДИАН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,2361000,1871000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""МЕРИДИАН"""
"7806340446",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ВНЕШТОРГИНВЕСТ"""
"4704057233","42.21","Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения","ООО ""НАВИГАТОР""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",4,25528000,24752000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР"""
"4704000893","47.78.3","Торговля розничная сувенирами, изделиями народных художественных промыслов","ООО ""РОЩИНСКОЕ БОН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",4,1794000,1877000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЩИНСКОЕ БЫТОВОЕ ОБСЛУЖИВАНИЕ НАСЕЛЕНИЯ"""
"7802394673","38.11","Сбор неопасных отходов","ООО ""САДСЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",19,44134000,43613000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САДСЕРВИС"""
"4704056230","68.31.1","Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе","ООО ""РАЙВОЛА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,29938000,16910000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАЙВОЛА"""
"7816561211","49.41","Деятельность автомобильного грузового транспорта","ООО ""ПАЛЬМИРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",3,26481000,17736000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАЛЬМИРА"""
"8603128100","45.20","Техническое обслуживание и ремонт автотранспортных средств","ООО ""АРИСТО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",16,26355000,25179000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИСТО"""
"7811130490","43.12","Подготовка строительной площадки","ООО ""РСМП""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙМОНТАЖПРОЕКТ"""
"4704021340","46.73.1","Торговля оптовая древесным сырьем и необработанными лесоматериалами","ООО ""СТРОЙЛЕС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,680000,659000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛЕС"""
"7819310914",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХОСМОТР"""
"4704012930","47.25.11","Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах","ООО ""БИОНТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",5,9707000,8352000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОНТ"""
"4704070682","47.73","Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)","ООО ""ВЕЛЕС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",3,8049000,9344000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕЛЕС"""
"4715024350","56.10","Деятельность ресторанов и услуги по доставке продуктов питания","ООО ""ФЕХУ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",11,31119000,21542000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕХУ"""
"7805413973","46.73.6","Торговля оптовая прочими строительными материалами и изделиями","ООО ""КЛАССИК СТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",6,19175000,19109000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛАССИК СТРОЙ"""
"0105063946",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОМПОНАЦИ-КРАСНОДАР"""
"7802316354","46.73.6","Торговля оптовая прочими строительными материалами и изделиями","ООО ""НОРД ЛАЙНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",7,43441000,42785000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРД ЛАЙНС"""
"4704026732","47.25.11","Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах","ООО""КОРРИДА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""КОРРИДА"""
"7839427822","47.52.7","Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах","ООО ""ИМВЭЛ СПБ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",5,34652000,31717000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМВЭЛ САНКТ-ПЕТЕРБУРГ"""
"4704077920","41.20","Строительство жилых и нежилых зданий","ООО ""ПЕРСПЕКТИВА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",4,7969000,7914000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА"""
"4704009712","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""АЛЬ-ВАД""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",2,3564000,3173000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬ-ВАД"""
"4704085167","68.20.2","Аренда и управление собственным или арендованным нежилым недвижимым имуществом","ООО ""ЯРМАРКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,4971000,4902000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯРМАРКА"""
"4704058886","55.10","Деятельность гостиниц и прочих мест для временного проживания","ООО ""РЫБОЛОВЕЦКОЕ ХОЗЯЙСТВО ""МЕРИДИАН""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,124000,285000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБОЛОВЕЦКОЕ ХОЗЯЙСТВО ""МЕРИДИАН"""
"4704057297","93.19","Деятельность в области спорта прочая","ООО ""ЭКСИЛЕС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСИЛЕС"""
"4716029745","59.1","Производство кинофильмов, видеофильмов и телевизионных программ","ООО ""СТУДИЯ КЛЮЧ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,121000,135000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТУДИЯ КЛЮЧ"""
"4704017745","49.41.2","Перевозка грузов неспециализированными автотранспортными средствами","ООО""СКОПА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,420000,442000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКОПА"""
"4704066929","96.04","Деятельность физкультурно- оздоровительная","ООО ""СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",5,1308000,1257000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС"""
"4704053278",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭВРИКА"""
"4704002153","36.00","Забор, очистка и распределение воды","ЗАО ""РОЩИНО СХТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",5,5897000,7501000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЩИНО СЕЛЬХОЗТЕХНИКА"""
"4704073940","55.10","Деятельность гостиниц и прочих мест для временного проживания","ЗАО ""РОЩИНО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,0,1133000,"31.12.2018","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЩИНО"""
"4704005080","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","АО ""РОЩИНОСТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",4,9225000,39010000,"31.12.2018","АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОЩИНОСТРОЙ"""
"4704099850","41.20","Строительство жилых и нежилых зданий","ООО ""АРТО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,0,10000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТО"""
"7802136792","16.10","Распиловка и строгание древесины","ООО ""ПКФ""АЛЬЯНС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,222000,222000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО - КОММЕРЧЕСКАЯ ФИРМА ""АЛЬЯНС"""
"4704084981","55.10","Деятельность гостиниц и прочих мест для временного проживания","ООО ""ГАЛЬЯРДА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",13,18107000,17766000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЛЬЯРДА"""
"4704026549","47.5","Торговля розничная прочими бытовыми изделиями в специализированных магазинах","ООО ""РОСИНО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",6,24977000,17798000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСИНО"""
"4720026666",,,,,2,2034000,1745000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХТА"""
"4704090495",,,,,1,23484000,370679000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРОПРОМ"""
"4704081814","28.30.2","Производство тракторов для сельского хозяйства","ООО ""ПМЗ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",44,401948000,399915000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТЕРБУРГСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД"""
"6027161461","31.09","Производство прочей мебели","ООО ""СТРОНГБОКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",52,263129000,205254000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОНГБОКС"""
"4704095711","46.72","Торговля оптовая металлами и металлическими рудами","ООО ""ВИТИМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТИМ"""
"7806376080","43.11","Разборка и снос зданий","ООО  ""АСК ""САЕНТЕХСТРОЙ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",3,2577000,2615000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""АВТОМОБИЛЬНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""САЕНТЕХСТРОЙ"""
"7814132369","45.11","Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности","ООО ""НАША МАРКА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,4519000,1073000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАША МАРКА"""
"4704046538","68.32.2","Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе","ПГК ""КАС-1""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",,,,,"ПОТРЕБИТЕЛЬСКИЙ ГАРАЖНЫЙ КООПЕРАТИВ ""КОЛЛЕКТИВНАЯ АВТОСТОЯНКА-1"""
"4704081162","93.1","Деятельность в области спорта","ООО ""РАЙВОЛА СПОРТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",4,2543000,2010000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАЙВОЛА СПОРТ"""
"4704074260","35.30.4","Обеспечение работоспособности котельных","ООО ""РОЩИНО ЖИЛКОМ СЕРВИС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",2,3817000,3763000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЩИНО ЖИЛКОМ СЕРВИС"""
"4704032408","41.20","Строительство жилых и нежилых зданий","ООО ""СКС""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",7,17798000,18327000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТСЕРВИС"""
"4704089683","46.4","Торговля оптовая непродовольственными потребительскими товарами","ООО ""МАЛИНАРО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,0,0,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЛИНАРО"""
"4704077159","49.41.2","Перевозка грузов неспециализированными автотранспортными средствами","ООО ""СТАРЛЕТ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",0,717000,716000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРЛЕТ"""
"4704086273","58.13","Издание газет","ООО ""НАРОДНЫЕ ВЕСТИ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,8000,25000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАРОДНЫЕ ВЕСТИ"""
"4704002851","47.24.1","Торговля розничная хлебом и хлебобулочными изделиями в специализированных магазинах","ООО ""СИБО""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",5,3959000,3790000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБО"""
"4704089877",,,,,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОКУС"""
"4704079727","43.99.4","Работы бетонные и железобетонные","ООО ""СТИЛЬ ВЕКОВ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",2,14761000,14502000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТИЛЬ ВЕКОВ"""
"4704060613","80.10","Деятельность частных охранных служб","ООО ""ОП ""МРИЯ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,2396000,2492000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХРАННОЕ ПРЕДПРИЯТИЕ ""МРИЯ"""
"4704058452","49.4","Деятельность автомобильного грузового транспорта и услуги по перевозкам","ООО ""ТРАНС-ФИМ""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",17,42295000,41642000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНС-ФИМ"""
"4704060148","68.20","Аренда и управление собственным или арендованным недвижимым имуществом","ООО ""РОЩИНСКИЕ ОЗЁРА""","ЛЕНИНГРАДСКАЯ ОБЛАСТЬ, ВЫБОРГСКИЙ РАЙОН, ГОРОДСКОЙ ПОСЕЛОК РОЩИНО",1,1654000,1091000,"31.12.2018","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЩИНСКИЕ ОЗЁРА"""
